filepath,kanji,meaning
../kanji_images/kanji_郈.png,郈,place in Shandong province
../kanji_images/kanji_郕.png,郕,state in Shandong province
../kanji_images/kanji_郗.png,郗,"city under the Chou Dyn., surname"
../kanji_images/kanji_郙.png,郙,"to be exiled, delay payment for"
../kanji_images/kanji_郜.png,郜,name of fief in Shandong bestowed on the eldest son of Wen Wang
../kanji_images/kanji_郝.png,郝,"surname, place in today's Shanxi"
../kanji_images/kanji_郟.png,郟,"county in Henan province, surname"
../kanji_images/kanji_郯.png,郯,name of a small ancient principality which was situated in what is now part of Shantung and Kiangsu
../kanji_images/kanji_郰.png,郰,"birthplace of Confucius, place in Shantong"
../kanji_images/kanji_郴.png,郴,"county in Hunan province, surname"
../kanji_images/kanji_郾.png,郾,county in Henan province
../kanji_images/kanji_郿.png,郿,county in Shaanxi province
../kanji_images/kanji_鄀.png,鄀,state in Henan province
../kanji_images/kanji_鄆.png,鄆,"surname, an ancient town's name"
../kanji_images/kanji_鄈.png,鄈,"slippers, sandals, dance shoes"
../kanji_images/kanji_鄍.png,鄍,town in Shandong province
../kanji_images/kanji_鄐.png,鄐,town in Henan province
../kanji_images/kanji_鄔.png,鄔,"various place names, surname, transliteration of Sanskrit ""u"""
../kanji_images/kanji_鄖.png,鄖,county in Hubei province
../kanji_images/kanji_鄗.png,鄗,county in Hebei province
../kanji_images/kanji_鄘.png,鄘,state in Henan province
../kanji_images/kanji_鄚.png,鄚,place in today's Hebei province
../kanji_images/kanji_鄜.png,鄜,county in Shaanxi province
../kanji_images/kanji_鄞.png,鄞,county in Zhejiang province
../kanji_images/kanji_鄠.png,鄠,county in Shaanxi province
../kanji_images/kanji_鄢.png,鄢,name of a district in Honan
../kanji_images/kanji_鄣.png,鄣,"name of ancient city in N. Jiangsu, near Shandong"
../kanji_images/kanji_鄧.png,鄧,surname
../kanji_images/kanji_鄩.png,鄩,county in Shandong province
../kanji_images/kanji_鄯.png,鄯,district in Gansu during the Tang dynasty
../kanji_images/kanji_鄱.png,鄱,county and lake in Jiangxi
../kanji_images/kanji_鄴.png,鄴,place in today's Honan province
../kanji_images/kanji_鄶.png,鄶,state in today's Henan province
../kanji_images/kanji_鄹.png,鄹,"name of a state, surname"
../kanji_images/kanji_鄺.png,鄺,surname
../kanji_images/kanji_酃.png,酃,"the spirit of a being, which acts upon others spirit, divine, efficacious"
../kanji_images/kanji_酇.png,酇,"collect, small administration"
../kanji_images/kanji_酈.png,酈,place in today's Henan province
../kanji_images/kanji_酏.png,酏,millet wine
../kanji_images/kanji_酗.png,酗,"drunk, to become violent under the influence of alcohol"
../kanji_images/kanji_酚.png,酚,"carbolic acid, phenol"
../kanji_images/kanji_酡.png,酡,"flushed, rubicund"
../kanji_images/kanji_酤.png,酤,to deal in spirits
../kanji_images/kanji_酧.png,酧,to pledge with wine
../kanji_images/kanji_酴.png,酴,"leaven, yeast, wine"
../kanji_images/kanji_酹.png,酹,"to pour out a libation, to sprinkle"
../kanji_images/kanji_酺.png,酺,"drink with others, drink heavily"
../kanji_images/kanji_醁.png,醁,kind of green-colored wine
../kanji_images/kanji_醃.png,醃,"marinate, pickle, salt"
../kanji_images/kanji_醅.png,醅,unstrained spirits
../kanji_images/kanji_醆.png,醆,wine cup
../kanji_images/kanji_醊.png,醊,to pour wine in a libation
../kanji_images/kanji_醑.png,醑,to strain spirits
../kanji_images/kanji_醓.png,醓,"salted meat, brine from pickled meat"
../kanji_images/kanji_醞.png,醞,"liquor, spirits, wine, fermentation"
../kanji_images/kanji_醡.png,醡,wine press
../kanji_images/kanji_醨.png,醨,dregs of wine
../kanji_images/kanji_醬.png,醬,any jam-like or paste-like food
../kanji_images/kanji_醭.png,醭,"moulds on liquids, scum"
../kanji_images/kanji_醮.png,醮,religious service (Taoist or Buddhist)
../kanji_images/kanji_醰.png,醰,"bitter taste in wine, rich, full flavoured"
../kanji_images/kanji_醱.png,醱,to brew for the second time
../kanji_images/kanji_醲.png,醲,"strong wine, dense, thick"
../kanji_images/kanji_醼.png,醼,offer food and wine one's guests
../kanji_images/kanji_醽.png,醽,kind of wine
../kanji_images/kanji_釂.png,釂,drain
../kanji_images/kanji_釃.png,釃,strain
../kanji_images/kanji_釅.png,釅,"thick, strong (beverage)"
../kanji_images/kanji_釓.png,釓,Gadolinium (element)
../kanji_images/kanji_釔.png,釔,Yttrium (element)
../kanji_images/kanji_釗.png,釗,"endeavor, strive, encourage, cut"
../kanji_images/kanji_釙.png,釙,Polonium (element)
../kanji_images/kanji_釤.png,釤,Samarium (element)
../kanji_images/kanji_釩.png,釩,Vanadium (element)
../kanji_images/kanji_釪.png,釪,"alms bowl, small bell"
../kanji_images/kanji_釬.png,釬,solder
../kanji_images/kanji_釭.png,釭,"tire of wheel, band"
../kanji_images/kanji_釯.png,釯,"point of sword, sharp point"
../kanji_images/kanji_釱.png,釱,"fetters, to fetter"
../kanji_images/kanji_釷.png,釷,Thorium (element)
../kanji_images/kanji_釹.png,釹,Neodymium (element)
../kanji_images/kanji_釽.png,釽,farmer's hoeing fork
../kanji_images/kanji_鈀.png,鈀,Palladium (element)
../kanji_images/kanji_鈁.png,鈁,Francium (element)
../kanji_images/kanji_鈄.png,鈄,wine flagon
../kanji_images/kanji_鈆.png,鈆,lead
../kanji_images/kanji_鈇.png,鈇,"axe, hatchet"
../kanji_images/kanji_鈉.png,鈉,"Sodium (element), natrium, sharpen wood"
../kanji_images/kanji_鈌.png,鈌,"to pierce, to stab, to take"
../kanji_images/kanji_鈐.png,鈐,"lock, latch, stamp, seal"
../kanji_images/kanji_鈒.png,鈒,spear
../kanji_images/kanji_鈣.png,鈣,Calcium (element)
../kanji_images/kanji_鈤.png,鈤,Germanium (element)
../kanji_images/kanji_鈥.png,鈥,Holmium (element)
../kanji_images/kanji_鈦.png,鈦,Titanium (element)
../kanji_images/kanji_鈮.png,鈮,Niobium (element)
../kanji_images/kanji_鈰.png,鈰,Cerium (element)
../kanji_images/kanji_鈳.png,鈳,"Columbium (old element name), Niobium"
../kanji_images/kanji_鈶.png,鈶,Thallium (element)
../kanji_images/kanji_鈸.png,鈸,cymbals
../kanji_images/kanji_鈹.png,鈹,Beryllium (element)
../kanji_images/kanji_鈺.png,鈺,rare treasure
../kanji_images/kanji_鈾.png,鈾,Uranium (element)
../kanji_images/kanji_鉀.png,鉀,"Potassium (element), kalium"
../kanji_images/kanji_鉍.png,鉍,Bismuth (element)
../kanji_images/kanji_鉏.png,鉏,"hoe, eradicate, eliminate"
../kanji_images/kanji_鉑.png,鉑,"Platinum (element), thin sheet of metal"
../kanji_images/kanji_鉥.png,鉥,needle
../kanji_images/kanji_鉶.png,鉶,sacrificial cauldron
../kanji_images/kanji_鉷.png,鉷,trigger
../kanji_images/kanji_鉸.png,鉸,"hinge, shears, scissors"
../kanji_images/kanji_鉻.png,鉻,Chromium (element)
../kanji_images/kanji_鉼.png,鉼,plate
../kanji_images/kanji_鉿.png,鉿,Hafnium (element)
../kanji_images/kanji_銍.png,銍,sickle
../kanji_images/kanji_銠.png,銠,"Rhodium (element), Ruthenium"
../kanji_images/kanji_銤.png,銤,Osmium (element)
../kanji_images/kanji_銥.png,銥,Iridium (element)
../kanji_images/kanji_銧.png,銧,"point of a sword, Radium (element)"
../kanji_images/kanji_銨.png,銨,ammonium
../kanji_images/kanji_銫.png,銫,Cesium (element)
../kanji_images/kanji_銲.png,銲,"solder, weld, leg armor, greaves"
../kanji_images/kanji_銶.png,銶,chisel
../kanji_images/kanji_銻.png,銻,"Antimony (element), stibium"
../kanji_images/kanji_銼.png,銼,"carpenter's file, file smooth"
../kanji_images/kanji_鋀.png,鋀,Thorium (element)
../kanji_images/kanji_鋁.png,鋁,Aluminium (element)
../kanji_images/kanji_鋂.png,鋂,bit cup
../kanji_images/kanji_鋃.png,鋃,lock lanthanum
../kanji_images/kanji_鋅.png,鋅,Zinc (element)
../kanji_images/kanji_鋆.png,鋆,"Gold (element), character used in personal name"
../kanji_images/kanji_鋇.png,鋇,Barium (element)
../kanji_images/kanji_鋈.png,鋈,silver plating
../kanji_images/kanji_鋌.png,鋌,"ingots, bars of metal, hurry"
../kanji_images/kanji_鋍.png,鋍,Beryllium (element)
../kanji_images/kanji_鋐.png,鋐,state in today's Hubei province
../kanji_images/kanji_鋕.png,鋕,engrave
../kanji_images/kanji_鋘.png,鋘,sword
../kanji_images/kanji_鋙.png,鋙,"misfit, discordant, music instrument, hoe"
../kanji_images/kanji_鋜.png,鋜,"fetters, shackles"
../kanji_images/kanji_鋝.png,鋝,"6 oz, ancient measurement"
../kanji_images/kanji_鋟.png,鋟,carve
../kanji_images/kanji_鋨.png,鋨,Osmium (element)
../kanji_images/kanji_鋮.png,鋮,person's name
../kanji_images/kanji_鋰.png,鋰,Lithium (element)
../kanji_images/kanji_鋹.png,鋹,"sharp, keen edge, sharp point"
../kanji_images/kanji_錈.png,錈,to bend iron
../kanji_images/kanji_錔.png,錔,cap
../kanji_images/kanji_錕.png,錕,ancient treasured sword
../kanji_images/kanji_錞.png,錞,instrument
../kanji_images/kanji_錟.png,錟,long spear
../kanji_images/kanji_錡.png,錡,"kind of pen, kind of chisel"
../kanji_images/kanji_錤.png,錤,hoe
../kanji_images/kanji_錩.png,錩,vessel
../kanji_images/kanji_錳.png,錳,manganese
../kanji_images/kanji_錴.png,錴,Rhodium (element)
../kanji_images/kanji_錶.png,錶,"watch, clock"
../kanji_images/kanji_錷.png,錷,Gadolinium (element)
../kanji_images/kanji_鍇.png,鍇,high quality iron
../kanji_images/kanji_鍉.png,鍉,"spoon, key"
../kanji_images/kanji_鍐.png,鍐,"headstall, ornament on a bride"
../kanji_images/kanji_鍘.png,鍘,sickle for cutting grass or hay
../kanji_images/kanji_鍚.png,鍚,frontlet
../kanji_images/kanji_鍤.png,鍤,"spade, shovel, marking pin"
../kanji_images/kanji_鍥.png,鍥,"sickle, cut, carve, engrave"
../kanji_images/kanji_鍩.png,鍩,Nobelium (element)
../kanji_images/kanji_鍪.png,鍪,"an iron pan, metal cap"
../kanji_images/kanji_鍭.png,鍭,arrow
../kanji_images/kanji_鍰.png,鍰,"measure, money, coins"
../kanji_images/kanji_鍱.png,鍱,thin plates of metal
../kanji_images/kanji_鍶.png,鍶,"Strontium (element), (formerly Cerium)"
../kanji_images/kanji_鍺.png,鍺,"Germanium (element), metal flashing on axle of cart"
../kanji_images/kanji_鎂.png,鎂,Magnesium (element)
../kanji_images/kanji_鎊.png,鎊,pound sterling
../kanji_images/kanji_鎋.png,鎋,"the linch-pin of a wheel, to govern or control, the noise of a barrow"
../kanji_images/kanji_鎍.png,鎍,"chain, wire, (watch) spring"
../kanji_images/kanji_鎏.png,鎏,pure gold
../kanji_images/kanji_鎒.png,鎒,"to hoe, to weed"
../kanji_images/kanji_鎘.png,鎘,Cadmium (element)
../kanji_images/kanji_鎛.png,鎛,"large bell, hoe, spade"
../kanji_images/kanji_鎞.png,鎞,"plowshare, barb, lancet"
../kanji_images/kanji_鎡.png,鎡,"hoe, mattock"
../kanji_images/kanji_鎣.png,鎣,polish
../kanji_images/kanji_鎤.png,鎤,"sound of a bell, small bell"
../kanji_images/kanji_鎦.png,鎦,"distill, lutecium, surname"
../kanji_images/kanji_鎫.png,鎫,ornament over the horse's head
../kanji_images/kanji_鎴.png,鎴,Strontium (element)
../kanji_images/kanji_鎵.png,鎵,Gallium (element)
../kanji_images/kanji_鎶.png,鎶,Columbium (element)
../kanji_images/kanji_鎩.png,鎩,moult samarium
../kanji_images/kanji_鏇.png,鏇,lathe
../kanji_images/kanji_鏌.png,鏌,sword
../kanji_images/kanji_鏜.png,鏜,boring tool
../kanji_images/kanji_鏞.png,鏞,large bell used as musical instrument
../kanji_images/kanji_鏟.png,鏟,"spade, shovel, trowel, scoop"
../kanji_images/kanji_鏢.png,鏢,"dart, spear, harpoon, escort"
../kanji_images/kanji_鏦.png,鏦,spear
../kanji_images/kanji_鏹.png,鏹,"coins, money, wealth"
../kanji_images/kanji_鏷.png,鏷,Protactinium (element)
../kanji_images/kanji_鏻.png,鏻,"Phosphonium (element), phosphorus"
../kanji_images/kanji_鏽.png,鏽,"rust, corrode"
../kanji_images/kanji_鐄.png,鐄,bell
../kanji_images/kanji_鐏.png,鐏,cap
../kanji_images/kanji_鐟.png,鐟,Titanium (element)
../kanji_images/kanji_鐮.png,鐮,sickle
../kanji_images/kanji_鐲.png,鐲,"bracelet, arm-band, small bell"
../kanji_images/kanji_鐳.png,鐳,"loach, misgurnus anguillicaudatu, Radium (element)"
../kanji_images/kanji_鐻.png,鐻,drumstick
../kanji_images/kanji_鐿.png,鐿,Ytterbium (element)
../kanji_images/kanji_鑊.png,鑊,"cauldron, large iron pot"
../kanji_images/kanji_鑌.png,鑌,high quality iron
../kanji_images/kanji_鑕.png,鑕,"Tungsten (element), Wolfram"
../kanji_images/kanji_鑣.png,鑣,"horse's bit, bridle, ride"
../kanji_images/kanji_鑫.png,鑫,used in names
../kanji_images/kanji_鑭.png,鑭,Lanthanum (element)
../kanji_images/kanji_鑱.png,鑱,"spade, trowel"
../kanji_images/kanji_鑲.png,鑲,"insert, inlay, set, mount, fill, fit into"
../kanji_images/kanji_镸.png,镸,long radical (no. 168)
../kanji_images/kanji_閈.png,閈,village
../kanji_images/kanji_閌.png,閌,door
../kanji_images/kanji_閎.png,閎,"gate, barrier, wide, vast, expand"
../kanji_images/kanji_閟.png,閟,"hide, keep secret, hideaway"
../kanji_images/kanji_閡.png,閡,"blocked, separated, to prevent"
../kanji_images/kanji_閦.png,閦,"crowd, transliteration of Sanskrit ""kSo"", e.g. akSobhya"
../kanji_images/kanji_閩.png,閩,"Fujian province, river, tribe"
../kanji_images/kanji_閫.png,閫,"threshold, women's quarters"
../kanji_images/kanji_閬.png,閬,"high door, high gate, high, loft"
../kanji_images/kanji_閴.png,閴,quiet
../kanji_images/kanji_閶.png,閶,"gate of heaven, main gate of palace"
../kanji_images/kanji_閽.png,閽,"gatekeeper, gate, door"
../kanji_images/kanji_閿.png,閿,"Wen Xiang, Henan province"
../kanji_images/kanji_闆.png,闆,"boss, the owner, person in charge"
../kanji_images/kanji_闈.png,闈,"gate, door, living quarters"
../kanji_images/kanji_闉.png,闉,"curved, bent, curved wall enclosure"
../kanji_images/kanji_闋.png,闋,"close, shut, watch-tower, rest"
../kanji_images/kanji_闐.png,闐,place in Xinjiang province
../kanji_images/kanji_闑.png,闑,the doorsill
../kanji_images/kanji_闒.png,闒,upper-story door or window
../kanji_images/kanji_闓.png,闓,"open, peaceful"
../kanji_images/kanji_闚.png,闚,"flash, flashing, steal look"
../kanji_images/kanji_闞.png,闞,"glance, peep, roar, growl"
../kanji_images/kanji_闟.png,闟,"peacefully, quietly"
../kanji_images/kanji_闠.png,闠,gate of a market
../kanji_images/kanji_闤.png,闤,wall around market place
../kanji_images/kanji_阝.png,阝,"place, left village radical - 2 stroke form (no. 170)"
../kanji_images/kanji_阞.png,阞,vein
../kanji_images/kanji_阤.png,阤,hill
../kanji_images/kanji_阬.png,阬,"pit, hole, shaft"
../kanji_images/kanji_阱.png,阱,"pitfall, trap, snare"
../kanji_images/kanji_阳.png,阳,"""male"" principle, light, sun"
../kanji_images/kanji_阸.png,阸,"distress, difficulty"
../kanji_images/kanji_阹.png,阹,"pen, to surround"
../kanji_images/kanji_阼.png,阼,steps leading to the eastern door or throne
../kanji_images/kanji_陁.png,陁,"steep bank, declivity"
../kanji_images/kanji_陔.png,陔,"step, terrace, grade, ledge"
../kanji_images/kanji_陗.png,陗,"steep hill, precipitous"
../kanji_images/kanji_陘.png,陘,"defile, mountain pass, gorge"
../kanji_images/kanji_陡.png,陡,"steep, sloping, abruptly, sudden"
../kanji_images/kanji_陴.png,陴,parapet on a city wall
../kanji_images/kanji_陻.png,陻,"small hill, mound, bury, dam"
../kanji_images/kanji_陼.png,陼,islet
../kanji_images/kanji_陾.png,陾,in file
../kanji_images/kanji_隂.png,隂,"shady, secret, dark, mysterious, cold, the negative of female principle in nature"
../kanji_images/kanji_隃.png,隃,"to exceed, state in Shanxi province"
../kanji_images/kanji_隄.png,隄,"dike, embankment"
../kanji_images/kanji_隉.png,隉,"in disorder, dangerous condition of the State"
../kanji_images/kanji_隖.png,隖,"entrenchment, bank, low wall"
../kanji_images/kanji_隤.png,隤,"to fall in ruins, to collapse"
../kanji_images/kanji_隩.png,隩,"profound, subtle, warm, inhabited"
../kanji_images/kanji_隮.png,隮,"to rise up, rainbow, to fall"
../kanji_images/kanji_隳.png,隳,"to destroy, to overthrow"
../kanji_images/kanji_隺.png,隺,"bird flying, high ambition"
../kanji_images/kanji_雊.png,雊,the crow of a male pheasant
../kanji_images/kanji_雒.png,雒,black horse with white mane
../kanji_images/kanji_嶲.png,嶲,"name of an old town in Sichuan, cuckoo, revolution of a wheel"
../kanji_images/kanji_雘.png,雘,"dye made from red soil, ochre"
../kanji_images/kanji_雚.png,雚,"heron, small cup"
../kanji_images/kanji_雝.png,雝,"marsh, pool, harmonious"
../kanji_images/kanji_雞.png,雞,"chickens, domestic fowl"
../kanji_images/kanji_雟.png,雟,"sparrow, revolve, place name"
../kanji_images/kanji_雩.png,雩,offer sacrifice for rain
../kanji_images/kanji_雯.png,雯,"cloud patterns, coloring of cloud"
../kanji_images/kanji_雱.png,雱,snowing heavily
../kanji_images/kanji_霂.png,霂,"fine rain, drizzle"
../kanji_images/kanji_霃.png,霃,long continued rains
../kanji_images/kanji_霅.png,霅,thunder
../kanji_images/kanji_霉.png,霉,"mildew, mold, moldy, mildewed"
../kanji_images/kanji_霝.png,霝,"drops of rain, to fall in drops"
../kanji_images/kanji_霡.png,霡,"drizzling rain, to soak (used fig. of favours)"
../kanji_images/kanji_霢.png,霢,dust
../kanji_images/kanji_霣.png,霣,fall
../kanji_images/kanji_霨.png,霨,clouding
../kanji_images/kanji_霱.png,霱,cloud
../kanji_images/kanji_靁.png,靁,"thick, strong"
../kanji_images/kanji_靚.png,靚,"make up face, ornament, quiet"
../kanji_images/kanji_靛.png,靛,"indigo, any blue (plant) dye"
../kanji_images/kanji_靧.png,靧,wash face
../kanji_images/kanji_靪.png,靪,"to cobble, to patch"
../kanji_images/kanji_靮.png,靮,bridle
../kanji_images/kanji_靳.png,靳,ornamental trappings under collar
../kanji_images/kanji_靶.png,靶,"target, splashboard on chariot"
../kanji_images/kanji_靷.png,靷,the leather belts that connect h
../kanji_images/kanji_靸.png,靸,"child's shoes, slippers"
../kanji_images/kanji_靿.png,靿,the leg of a boot
../kanji_images/kanji_鞀.png,鞀,drum
../kanji_images/kanji_鞉.png,鞉,drum
../kanji_images/kanji_鞗.png,鞗,reins
../kanji_images/kanji_鞙.png,鞙,fine
../kanji_images/kanji_鞚.png,鞚,bridle
../kanji_images/kanji_鞞.png,鞞,sheath
../kanji_images/kanji_鞟.png,鞟,skin
../kanji_images/kanji_鞬.png,鞬,"quiver on a horse, store"
../kanji_images/kanji_鞮.png,鞮,leather shoes
../kanji_images/kanji_鞲.png,鞲,leather arm guard
../kanji_images/kanji_鞵.png,鞵,"shoes, boots"
../kanji_images/kanji_鞶.png,鞶,big leather belt
../kanji_images/kanji_鞸.png,鞸,leather arm guard
../kanji_images/kanji_鞹.png,鞹,skin
../kanji_images/kanji_鞺.png,鞺,sound of drums
../kanji_images/kanji_鞾.png,鞾,boots
../kanji_images/kanji_韁.png,韁,"reins, halter, bridle"
../kanji_images/kanji_韅.png,韅,harness
../kanji_images/kanji_韉.png,韉,saddle blanket
../kanji_images/kanji_韊.png,韊,case for a bow
../kanji_images/kanji_韌.png,韌,"strong and pliable, resilient"
../kanji_images/kanji_韍.png,韍,leather garment
../kanji_images/kanji_韎.png,韎,red
../kanji_images/kanji_韐.png,韐,knee-pad made of red-dyed leather
../kanji_images/kanji_韔.png,韔,wrapper or case for bow
../kanji_images/kanji_韘.png,韘,archer's thumb ring
../kanji_images/kanji_韙.png,韙,"right, proper, propriety"
../kanji_images/kanji_韝.png,韝,leather arm-band
../kanji_images/kanji_韞.png,韞,"an orange color, hide, conceal"
../kanji_images/kanji_韠.png,韠,knee-pad
../kanji_images/kanji_韡.png,韡,gorgeous
../kanji_images/kanji_韤.png,韤,"socks, stockings"
../kanji_images/kanji_韯.png,韯,wild onions or leeks
../kanji_images/kanji_韱.png,韱,wild onions or leeks
../kanji_images/kanji_韺.png,韺,music
../kanji_images/kanji_頇.png,頇,"large face, flat face, stupid"
../kanji_images/kanji_頊.png,頊,"grieved, anxious"
../kanji_images/kanji_頙.png,頙,correct
../kanji_images/kanji_頍.png,頍,to raise one's head
../kanji_images/kanji_頎.png,頎,tall and slim
../kanji_images/kanji_頔.png,頔,good and beautiful
../kanji_images/kanji_頖.png,頖,"Zhou dynasty school, disperse, fall apart"
../kanji_images/kanji_頜.png,頜,"mouth, jaw"
../kanji_images/kanji_頞.png,頞,(nose) bridge
../kanji_images/kanji_頠.png,頠,quiet
../kanji_images/kanji_頣.png,頣,to view others with raised eyes
../kanji_images/kanji_頦.png,頦,chin
../kanji_images/kanji_頫.png,頫,"bow, nod, condescend"
../kanji_images/kanji_頮.png,頮,wash
../kanji_images/kanji_頯.png,頯,cheekbone
../kanji_images/kanji_頰.png,頰,"cheeks, jaw"
../kanji_images/kanji_頲.png,頲,straight
../kanji_images/kanji_頳.png,頳,red
../kanji_images/kanji_頾.png,頾,beard
../kanji_images/kanji_顇.png,顇,"be worn-out, be haggard"
../kanji_images/kanji_顑.png,顑,yellow
../kanji_images/kanji_顒.png,顒,"solemn, large, grand, majestic"
../kanji_images/kanji_顓.png,顓,"good, honest, simple, respectful"
../kanji_images/kanji_顖.png,顖,"top of the head, skull"
../kanji_images/kanji_顗.png,顗,quiet
../kanji_images/kanji_顙.png,顙,"the forehead, to kowtow"
../kanji_images/kanji_顚.png,顚,"top, peak, summit, upset"
../kanji_images/kanji_顢.png,顢,"dawdling, thoughtless, careless"
../kanji_images/kanji_顣.png,顣,frown
../kanji_images/kanji_顥.png,顥,"luminous, clarity, white, hoary"
../kanji_images/kanji_顦.png,顦,"be worn-out, emaciated, haggard"
../kanji_images/kanji_顬.png,顬,"the temporal bone, temple (of the head)"
../kanji_images/kanji_颫.png,颫,storm
../kanji_images/kanji_颭.png,颭,sway in wind
../kanji_images/kanji_颮.png,颮,storm whirlwind
../kanji_images/kanji_颴.png,颴,whirlwind
../kanji_images/kanji_颷.png,颷,whirlwind
../kanji_images/kanji_颸.png,颸,cool breeze of autumn
../kanji_images/kanji_颺.png,颺,"soar, fly, float, scatter"
../kanji_images/kanji_颻.png,颻,"floating in air, drifting with wind"
../kanji_images/kanji_颿.png,颿,sail
../kanji_images/kanji_飂.png,飂,wind in high places
../kanji_images/kanji_飈.png,飈,whirlwind
../kanji_images/kanji_飌.png,飌,wind
../kanji_images/kanji_飡.png,飡,"meal, eat"
../kanji_images/kanji_飣.png,飣,"display food for show only, sacrifice"
../kanji_images/kanji_飥.png,飥,rice cake
../kanji_images/kanji_飦.png,飦,"well-boiled congee or gruel, thick, rich"
../kanji_images/kanji_飧.png,飧,"evening meal, supper, cooked food"
../kanji_images/kanji_飪.png,飪,"cooked food, cook until well done"
../kanji_images/kanji_飶.png,飶,odour
../kanji_images/kanji_餂.png,餂,to obtain by hook
../kanji_images/kanji_餇.png,餇,food
../kanji_images/kanji_餈.png,餈,rice cake
../kanji_images/kanji_餑.png,餑,"ferrule, cakes, biscuits"
../kanji_images/kanji_餕.png,餕,leftovers
../kanji_images/kanji_餖.png,餖,food item set out for show only
../kanji_images/kanji_餗.png,餗,"food in tripod, rice porridge"
../kanji_images/kanji_餚.png,餚,"prepared meat, food"
../kanji_images/kanji_餛.png,餛,"dumpling soup, wonton"
../kanji_images/kanji_餜.png,餜,"cakes, biscuits, pastry"
../kanji_images/kanji_餟.png,餟,libation
../kanji_images/kanji_餦.png,餦,"candy, pastry"
../kanji_images/kanji_餧.png,餧,"steamed bread, to feed"
../kanji_images/kanji_餫.png,餫,"dumpling, supply"
../kanji_images/kanji_餱.png,餱,"dry goods, dry provisions"
../kanji_images/kanji_餲.png,餲,"spoiled, sour, moldy"
../kanji_images/kanji_餳.png,餳,"sugar, syrup, malt sugar, sticky"
../kanji_images/kanji_餵.png,餵,"to feed, to raise"
../kanji_images/kanji_餹.png,餹,"sugar, sugared, candy, crystallized sweetmeats"
../kanji_images/kanji_餺.png,餺,rice cake
../kanji_images/kanji_餻.png,餻,"cakes, pastry"
../kanji_images/kanji_餼.png,餼,"sacrificial victim, gift, grain"
../kanji_images/kanji_饁.png,饁,carry meal to workers in field
../kanji_images/kanji_饇.png,饇,"to eat too much, surfeited, to confer"
../kanji_images/kanji_饈.png,饈,"food, meal, eat, offer"
../kanji_images/kanji_饍.png,饍,"meals, provisions, board"
../kanji_images/kanji_饎.png,饎,wine and food eaten with wine
../kanji_images/kanji_饔.png,饔,"breakfast, eat prepared food"
../kanji_images/kanji_饘.png,饘,gruel
../kanji_images/kanji_饜.png,饜,"be satiated, eat one's full"
../kanji_images/kanji_饞.png,饞,"gluttenous, greedy, lewd, lecher"
../kanji_images/kanji_饟.png,饟,"rations and pay for soldiers, dried rice"
../kanji_images/kanji_饠.png,饠,rice cake
../kanji_images/kanji_馛.png,馛,"fragrance, fragrant"
../kanji_images/kanji_馝.png,馝,fragrance
../kanji_images/kanji_馟.png,馟,fragrant
../kanji_images/kanji_馱.png,馱,"carry on back, horse load"
../kanji_images/kanji_馵.png,馵,horse with white back legs
../kanji_images/kanji_馹.png,馹,"post horse, relay horse"
../kanji_images/kanji_馿.png,馿,"ass, donkey"
../kanji_images/kanji_駃.png,駃,gallop
../kanji_images/kanji_駉.png,駉,big
../kanji_images/kanji_駓.png,駓,gallop
../kanji_images/kanji_駔.png,駔,"excellent horse, noble steed"
../kanji_images/kanji_駙.png,駙,"extra horse, imperial son-in-law"
../kanji_images/kanji_駜.png,駜,strong horse
../kanji_images/kanji_駞.png,駞,camel
../kanji_images/kanji_駪.png,駪,crowd
../kanji_images/kanji_駬.png,駬,name of a legendary swift horse
../kanji_images/kanji_駰.png,駰,grey horse
../kanji_images/kanji_駴.png,駴,drum
../kanji_images/kanji_駹.png,駹,black horse with a white face
../kanji_images/kanji_駽.png,駽,grey
../kanji_images/kanji_駾.png,駾,run away
../kanji_images/kanji_騂.png,騂,"red, brown, bay, neat, harmonious"
../kanji_images/kanji_騃.png,騃,"stupid, foolish"
../kanji_images/kanji_騄.png,騄,name of a legendary swift horse
../kanji_images/kanji_騋.png,騋,tall (7 chi) horse
../kanji_images/kanji_騌.png,騌,"horse's mane, bristles"
../kanji_images/kanji_騐.png,騐,"to verity, to fulfill, to examine, to hold an inquest"
../kanji_images/kanji_騑.png,騑,"horse, run"
../kanji_images/kanji_騖.png,騖,"gallop, rush about, pursue, run"
../kanji_images/kanji_騠.png,騠,horse
../kanji_images/kanji_騢.png,騢,bay
../kanji_images/kanji_騣.png,騣,mane
../kanji_images/kanji_騤.png,騤,"(of a horse) lively, vigorous"
../kanji_images/kanji_騧.png,騧,tan horse
../kanji_images/kanji_騭.png,騭,"stallion, promote"
../kanji_images/kanji_騮.png,騮,famous horse
../kanji_images/kanji_騳.png,騳,"run, race"
../kanji_images/kanji_騵.png,騵,bay
../kanji_images/kanji_騶.png,騶,"mounted escort, groom"
../kanji_images/kanji_騸.png,騸,"geld, castrate"
../kanji_images/kanji_驇.png,驇,"heavy horse, horse unable to move because of twisted leg, plodding"
../kanji_images/kanji_驁.png,驁,"wild horse, mustang, wild"
../kanji_images/kanji_驄.png,驄,horse with a bluish white color
../kanji_images/kanji_驊.png,驊,an excellent horse
../kanji_images/kanji_驌.png,驌,name of a famous horse
../kanji_images/kanji_驔.png,驔,black horse
../kanji_images/kanji_驖.png,驖,black (horse)
